Kinase Accession,Subcellular Location
Q13557,Cytoplasm; Nucleus; Nucleus; Cytoplasm; Endoplasmic reticulum; Endoplasmic reticulum membrane; Single-pass membrane protein; Sarcoplasmic reticulum; Sarcoplasmic reticulum membrane; Single-pass membrane protein; Mitochondrion; Mitochondrion membrane; Single-pass membrane protein; Membrane; Single-pass membrane protein; sarcoplasm; Cell membrane; Multi-pass membrane protein; Cytoplasm; perinuclear region; Cell membrane; sarcolemma; T-tubule; Mitochondrion; Membrane; Single-pass membrane protein; Cell membrane; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; sarcolemma; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; Sarcoplasmic reticulum; Sarcoplasmic reticulum membrane; Cytoplasm; cytoskeleton; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; Sarcoplasmic reticulum; Sarcoplasmic reticulum membrane; Cell junction; synapse; Cell junction; synapse; Cell junction; postsynaptic density; synapse; Cell projection; dendritic spine; Cell projection; dendrite; Cytoplasm; Sarcoplasmic reticulum; Cell membrane; Single-pass type I membrane protein; Cell membrane; Single-pass type I membrane protein; Secreted; Nucleus; Cytoplasm; axon; cilium; cilium axoneme; Cytoplasm; cytoskeleton;
Q13555,Cytoplasm; Cytoplasmic side; Peripheral membrane protein; Sarcoplasmic reticulum; Sarcoplasmic reticulum membrane;
Q16566,Cytoplasm; Nucleus;
Q8NCB2,Cell membrane; Peripheral membrane protein; Cytoplasm; Cytoplasmic vesicle; Cytoplasmic vesicle membrane; Peripheral membrane protein; axon; dendrite;
O14936,Cytoplasm; Cytoplasmic vesicle; secretory vesicle; synaptic vesicle; synaptic vesicle membrane; Cell projection; dendritic spine; Cell junction; postsynaptic cell membrane; synapse; synaptic cell membrane; Membrane; Peripheral membrane protein; Membrane; Single-pass type I membrane protein; Cytoplasm; Cytoplasm; Nucleus; Membrane; Cytoplasm; Cytoplasmic vesicle; Peripheral membrane protein; secretory vesicle; secretory vesicle membrane; Cell junction; Cytoplasm; cytoskeleton; Membrane; Cell junction; presynaptic cell membrane; Single-pass type I membrane protein; synapse; synaptic cell membrane; Cytoplasm; Nucleus; Cytoplasm; Cell membrane; Peripheral membrane protein; Cell membrane; Peripheral membrane protein; Basolateral cell membrane; Peripheral membrane protein; Cell junction; Cell junction; Peripheral membrane protein; postsynaptic density; postsynaptic density membrane; synapse; Cell junction; tight junction; cell cortex; Cytoplasm; Cell projection; ruffle; ruffle membrane; Cell projection; growth cone; Cell projection; cilium; stereocilium; Cell junction; synapse; synaptosome;
O14757,Nucleus; Cytoplasm; Nucleus; Chromosome; Cytoplasm; Cell membrane; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; Nucleus; Cytoplasm; Cytoplasm; perinuclear region; Mitochondrion; Mitochondrion matrix; Chromosome; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Nucleus; Nucleus; nuclear body; Nucleus; Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted; Cytoplasm; Cell membrane; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; Nucleus; Nucleus; Cytoplasm; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centrosome; Nucleus; Chromosome; Cytoplasm; Cytoplasm; Cytoplasm;
O96017,Nucleus; Cytoplasm; Nucleus; centromere; Chromosome; centromere; kinetochore; Nucleus; centromere; Chromosome; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass membrane protein; Host; Host mitochondrion; Host mitochondrion membrane; Single-pass type I membrane protein; Host; Host lipid droplet; Virion; Host; Host cytoplasm; Host; Host nucleus; Secreted; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host mitochondrion; Host; Host cell; Host cell membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host cytoplasm; host perinuclear region; perinuclear region; Host; Host mitochondrion; Host; Host membrane; Host; Host cytoplasm; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Cytoplasm; cytosol; Endoplasmic reticulum; Nucleus; Cytoplasm; Stress granule; Nucleus; Virion; Virion tegument; Host; Host nucleus; Host; Host cytoplasm; Cytoplasm; Nucleus; Nucleus; centromere; Chromosome; kinetochore; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; centrosome; centrosome; kinetochore; kinetochore; kinetochore; spindle; centrosome; spindle; spindle pole; centrosome; spindle; spindle pole; Nucleus; Secreted; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Nucleus; Nucleus; Nucleus; Nucleus; Nucleus; PML body; nucleoplasm; Nucleus; nucleolus; Nucleus;
P53355,Cytoplasm; Golgi apparatus; Peripheral membrane protein; trans-Golgi network; trans-Golgi network membrane; Endosome; Endosome membrane; Peripheral membrane protein; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; Mitochondrion; Mitochondrion membrane; Peripheral membrane protein; Endosome; autophagosome; Cytoplasm; Cytoplasmic vesicle; phagosome; autophagosome; phagosome; dendrite; Mitochondrion; Nucleus; Cytoplasm; Mitochondrion; Cytoplasm; Cytoplasmic vesicle; Perikaryon; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein; axon; Cell projection; Cell projection; dendrite; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasm; Cytoplasmic vesicle; secretory vesicle; synaptic vesicle; synaptic vesicle membrane; Endosome; Lysosome; Mitochondrion; Mitochondrion outer membrane; Peripheral membrane protein; Golgi apparatus; Cytoplasm; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; COPII-coated vesicle; COPII-coated vesicle membrane; Cytoplasm; Cytoplasmic vesicle; Cytoplasm; Nucleus; Endosome; Cytoplasm; Nucleus; caveola; Membrane; Cytoplasm; perinuclear region; Nucleus; Golgi apparatus; trans-Golgi network; axon; Cell projection; Cell projection; dendrite; perinuclear region; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm; cytoskeleton; Cytoplasm; Cytoplasm; cytoskeleton;
Q9UIK4,Nucleus; Cytoplasm; autophagosome; autophagosome lumen; Cytoplasm; Cytoplasmic vesicle; phagosome; phagosome lumen;
O43293,Nucleus; Cytoplasm; Cytoplasm; cytoskeleton; stress fiber; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm;
O15075,
Q8N568,Cytoplasm; cytoskeleton;
Q9C098,Cytoplasm; Nucleus;
P57058,Nucleus; Nucleus matrix; Cytoplasm; cytoskeleton; Cell projection; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; ruffle; ruffle membrane; Cell projection; Cytoplasm; Cytoplasmic side; lamellipodium; lamellipodium membrane; Peripheral membrane protein; Cell projection; lamellipodium; cytoskeleton; ruffle;
O60229,Cytoplasm; Cytoplasm; cytoskeleton; cytoskeleton;
P49137,Nucleus; Nucleus; Cytoplasm; nucleoplasm; Nucleus; Cytoplasm; perinuclear region; Cytoplasm; cytoskeleton; spindle; spindle pole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centromere; Chromosome; kinetochore; kinetochore; centrosome; spindle; spindle pole; spindle; spindle pole; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; cytoskeleton; spindle; Cytoplasm; spindle; Cytoplasm; Nucleus;
Q16644,Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass membrane protein; Host; Host mitochondrion; Host mitochondrion membrane; Single-pass type I membrane protein; Host; Host lipid droplet; Virion; Host; Host cytoplasm; Host; Host nucleus; Secreted; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host mitochondrion; Host; Host cell; Host cell membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host cytoplasm; host perinuclear region; perinuclear region; Host; Host mitochondrion; Host; Host membrane; Host; Host cytoplasm; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Cytoplasm; Nucleus; Nucleus; Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; cytoskeleton; spindle; Cytoplasm; spindle;
Q8IW41,Cell membrane; Single-pass type I membrane protein; Secreted; Cell membrane; Single-pass type I membrane protein; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; cytoskeleton; spindle; Cytoplasm; spindle; Cytoplasm; Nucleus; Nucleus; PML body; Endoplasmic reticulum; Mitochondrion; Mitochondrion matrix; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm; Cytoplasm; Nucleus;
Q9P0L2,Cell membrane; Peripheral membrane protein; Cytoplasm; cytoskeleton; Cytoplasm; Cell projection; dendrite;
Q7KZI7,Cytoplasm; Cytoplasm; Melanosome; Cytoplasm; cytosol; Cell membrane; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; Cytoplasm; cytoskeleton; axon; Cell projection; Cell projection; dendrite; axon; cytosol; Cytoplasm; Melanosome; Vacuole; Vacuole membrane; Cytoplasm; Cell membrane; Cell junction; tight junction; Cell membrane; Peripheral membrane protein; Cytoplasm; Lateral cell membrane; Cytoplasm; cytoskeleton; Cell projection; dendrite; Cytoplasm;
P27448,Nucleus; Cytoplasm; Cytoplasm; Melanosome; Cytoplasm; Nucleus; Secreted; Membrane; Single-pass type I membrane protein; Cytoplasm; Melanosome; Vacuole; Vacuole membrane; Cell membrane; Peripheral membrane protein; Cell projection; dendrite; Cytoplasm;
Q96L34,Nucleus; Cytoplasm; Membrane; Mitochondrion; Nucleus; Cytoplasm; nucleolus; Nucleus; Cytoplasm; Membrane; Endosome; Nucleus; Cytoplasm; Cell membrane; Cell junction; tight junction; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; Cell projection; dendrite; spindle; spindle; centrosome; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; microtubule organizing center; cilium; cilium basal body; Cytoplasm; cytoskeleton; axon; cilium; cilium axoneme; Cytoplasm; cytoskeleton; Cytoplasm; Cell projection; dendrite;
Q14680,Cell membrane; Peripheral membrane protein; Cytoplasm; Cytoplasm; cytosol; cytosol; Endomembrane system; cytosol;
Q9BUB5,Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; cytoskeleton; spindle; Nucleus; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; caveola; Membrane; spindle; Cytoplasm; Nucleus;
Q9HBH9,Cytoplasm; Nucleus; Nucleus; PML body; Cytoplasm;
Q15746,Cytoplasm; Cell projection; lamellipodium; Cleavage furrow; Cytoplasm; cytoskeleton; stress fiber; stress fiber; Cytoplasm; Endoplasmic reticulum; Nucleus; Cytoplasm; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein; Golgi apparatus; Peripheral membrane protein; trans-Golgi network; trans-Golgi network membrane; Cell junction; synapse; Cell junction; postsynaptic density; synapse; Cell projection; dendrite; dendrite; trans-Golgi network;
Q9H1R3,Cytoplasm; cytoskeleton; Cytoplasm; myofibril; sarcomere; Z line; Cytoplasm; myofibril; Nucleus; Cytoplasm; sarcoplasm;
Q32MK0,Cytoplasm;
Q86YV6,Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted;
Q8IY84,
O60285,centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centrosome; spindle; spindle pole; Nucleus; Cytoplasm; Cytoplasm; Nucleus; Nucleus; PML body; Endoplasmic reticulum; Mitochondrion; Mitochondrion matrix; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm;
Q9H093,
Q5VST9,Cytoplasm; M line; myofibril; sarcomere; Cytoplasm; myofibril; sarcomere; Z line; Cytoplasm; M line; myofibril; sarcomere; Cytoplasm; myofibril; sarcomere; Z line; Cell membrane; sarcolemma; Nucleus; sarcolemma; M line; Z line;
Q96RG2,Cytoplasm; Cytoplasm; cytoskeleton; Nucleus; Nucleus matrix; Cell membrane; Multi-pass membrane protein; sarcolemma; T-tubule; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; Nucleus; Nucleus; Nucleus envelope; Nucleus; Nucleus lamina; nucleoplasm; Nucleus; Nucleus; Nucleus speckle; Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; myofibril; sarcomere; Z line; Cytoplasm; Cell membrane; sarcolemma; Nucleus;
Q16816,
P15735,Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor;
P11309,Nucleus; nucleoplasm; Nucleus; nucleoplasm; Mitochondrion; Cytoplasm; cytosol; Nucleus; Chromosome; Cytoplasm; Nucleus; Cell membrane; Nucleus; Nucleus; Nucleus; Nucleus; Cytoplasm; Cytoplasm;
Q9P1W9,Nucleus;
Q86V86,Cytoplasm;
Q6P2M8,Cytoplasm; Nucleus;
Q13131,Cytoplasm; Nucleus;
P54646,Golgi apparatus; Peripheral membrane protein; trans-Golgi network; trans-Golgi network membrane; Endosome; Endosome membrane; Peripheral membrane protein; Recycling endosome; trans-Golgi network; Nucleus; Nucleus; Cytoplasm; cytoskeleton; Membrane; Peripheral membrane protein; Nucleus; Chromosome; Cytoplasm; cytosol; Nucleus; Nucleus; Nucleus; Cytoplasm; Nucleus; Nucleus; Cytoplasm; Membrane; Mitochondrion; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Membrane; Mitochondrion; Nucleus; Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Nucleus; Nucleus; Nucleus; Cytoplasm; Cytoplasm; P-body; Cytoplasm; cytoskeleton; Cytoplasm; Cell projection; dendrite; axon; Cell projection; Cell membrane; axon; Nucleus; Cytoplasm; cytoskeleton; Cell junction; focal adhesion; Nucleus; Cytoplasm; Nucleus; Secreted; Cytoplasm; Nucleus; Cytoplasm; cytosol; Preautophagosomal structure; autophagosome; phagosome; Nucleus; Nucleus; Nucleus; Cytoplasm; Chromosome; telomere; Cajal body; Nucleus; Nucleus; PML body; telomere; Nucleus; Cytoplasm; Nucleus; nucleolus; Nucleus; Nucleus; Nucleus speckle; Cytoplasm; Nucleus; adherens junction; Cell junction; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; Cytoplasmic vesicle; Cytoplasmic vesicle membrane; Peripheral membrane protein; Apical cell membrane; centriole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centriole; Cytoplasm; Nucleus; Cell projection; lamellipodium; Cell projection; filopodium; Cytoplasm; cytoskeleton; adherens junction; Cell junction; adherens junction; Cytoplasm; Nucleus;
Q15139,Cytoplasm; Cell membrane; Golgi apparatus; trans-Golgi network; Nucleus; Cytoplasm; Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted; adherens junction; Cell junction; Cell membrane; Single-pass type I membrane protein; Endosome; Golgi apparatus; trans-Golgi network; Golgi apparatus; Mitochondrion; Mitochondrion matrix; Nucleus; Cell membrane; Extracellular side; Peripheral membrane protein; Secreted; Cytoplasm; nucleolus; Nucleus; Secreted;
Q9BZL6,Nucleus; Cytoplasm; perinuclear region; Cytoplasm; Cell membrane; Nucleus; Golgi apparatus; trans-Golgi network;
O94806,Cytoplasm; Cytoplasmic vesicle; secretory vesicle; Single-pass type IV membrane protein; synaptic vesicle; synaptic vesicle membrane; Cell junction; synapse; synaptosome; Cell membrane; synaptic vesicle; Cytoplasm; Membrane;
P11801,Golgi apparatus; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Nucleus; Nucleus speckle; Endoplasmic reticulum; Endoplasmic reticulum membrane; Lipid-anchor; Cell membrane; Lipid-anchor; Cytoplasm; centrosome; Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted;
Q96QS6,Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted; Cytoplasm;
P57059,Cytoplasm; Melanosome; Cytoplasm; Nucleus;
Q9H0K1,Cytoplasm; perinuclear region; centriole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; cilium; cilium basal body; Cytoplasm; cytoskeleton; Cell projection; cilium; photoreceptor outer segment; Photoreceptor inner segment; centrosome; centriole; centrosome; spindle; spindle pole; centrosome; Cytoplasm; Golgi apparatus; autophagosome; Cytoplasm; Cytoplasmic vesicle; phagosome;
Q9Y2K2,Cytoplasm; Melanosome; Cytoplasm;
Q9NRH2,Nucleus;
Q15772,Nucleus; Nucleus; nucleoplasm; Nucleus; Cytoplasm; Cytoplasm; cytosol;
